---------- KRW-BTC ---------
------- 3 -------
---------- KRW-THETA ---------
------- 3 -------
0.1 1.072844
0.2 1.055911
0.3 1.039481
0.4 1.023532
0.5 1.008043
0.6 0.992995
0.7 0.978369
0.8 0.964147
0.9 0.950314
high k
0.1 1.072844
------- 4 -------
0.1 1.067599
0.2 1.034800
0.3 1.003447
0.4 0.973454
0.5 0.944746
0.6 0.917250
0.7 0.890900
0.8 0.865634
0.9 0.950314
high k
0.1 1.067599
------- 5 -------
0.1 1.067599
0.2 1.034800
0.3 1.003447
0.4 0.973454
0.5 0.944746
0.6 0.917250
0.7 0.890900
0.8 0.865634
0.9 0.950314
high k
0.1 1.067599
------- 6 -------
0.1 1.014400
0.2 0.956072
0.3 1.003447
0.4 0.973454
0.5 0.944746
0.6 0.917250
0.7 0.890900
0.8 0.865634
0.9 0.950314
high k
0.1 1.014400
------- 7 -------
0.1 0.773282
0.2 0.720756
0.3 1.003447
0.4 0.973454
0.5 0.944746
0.6 0.917250
0.7 0.890900
0.8 0.865634
0.9 0.950314
high k
0.3 1.003447

KRW-THETA 1.0675985859402344
---------- KRW-EDR ---------
------- 3 -------
0.1 1.083153
0.2 1.043070
0.3 1.005727
0.4 0.970850
0.5 0.938204
0.6 0.907582
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.1 1.083153
------- 4 -------
0.1 1.133291
0.2 1.074588
0.3 1.020418
0.4 0.970310
0.5 0.923855
0.6 0.880695
0.7 0.956437
0.8 0.942875
0.9 0.929673
high k
0.1 1.133291
------- 5 -------
0.1 1.006661
0.2 1.074588
0.3 1.020418
0.4 0.970310
0.5 0.923855
0.6 0.880695
0.7 0.956437
0.8 0.942875
0.9 0.929673
high k
0.2 1.074588
------- 6 -------
0.1 1.006661
0.2 1.074588
0.3 1.020418
0.4 0.970310
0.5 0.923855
0.6 0.880695
0.7 0.956437
0.8 0.942875
0.9 0.929673
high k
0.2 1.074588
------- 7 -------
0.1 0.668543
0.2 1.074588
0.3 1.020418
0.4 0.970310
0.5 0.923855
0.6 0.880695
0.7 0.956437
0.8 0.942875
0.9 0.929673
high k
0.2 1.074588

KRW-EDR 1.1332907291683856
---------- KRW-QKC ---------
------- 3 -------
0.1 1.076761
0.2 1.050448
0.3 1.025336
0.4 1.001345
0.5 0.978401
0.6 0.956437
0.7 0.935391
0.8 0.915208
0.9 0.895834
high k
0.1 1.076761
------- 4 -------
0.1 1.023284
0.2 0.981274
0.3 0.941746
0.4 0.904510
0.5 0.869390
0.6 0.836229
0.7 0.804885
0.8 0.775227
0.9 0.895834
high k
0.1 1.023284
------- 5 -------
0.1 0.923392
0.2 0.981274
0.3 0.941746
0.4 0.904510
0.5 0.869390
0.6 0.836229
0.7 0.804885
0.8 0.775227
0.9 0.895834
high k
0.2 0.981274
------- 6 -------
0.1 0.816164
0.2 0.836519
0.3 0.775182
0.4 0.904510
0.5 0.869390
0.6 0.836229
0.7 0.804885
0.8 0.775227
0.9 0.895834
high k
0.4 0.904510
------- 7 -------
0.1 0.816164
0.2 0.836519
0.3 0.775182
0.4 0.904510
0.5 0.869390
0.6 0.836229
0.7 0.804885
0.8 0.775227
0.9 0.895834
high k
0.4 0.904510

KRW-QKC 1.023283985551442
---------- KRW-BTT ---------
------- 3 -------
0.1 0.998600
0.2 0.981374
0.3 0.964704
0.4 0.948565
0.5 1.000000
0.6 1.000000
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.5 1.000000
------- 4 -------
0.1 0.892463
0.2 0.981374
0.3 0.964704
0.4 0.948565
0.5 1.000000
0.6 1.000000
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.5 1.000000
------- 5 -------
0.1 0.761204
0.2 0.801748
0.3 0.964704
0.4 0.948565
0.5 1.000000
0.6 1.000000
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.5 1.000000
------- 6 -------
0.1 0.827058
0.2 0.836697
0.3 0.968363
0.4 0.917062
0.5 1.000000
0.6 1.000000
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.5 1.000000
------- 7 -------
0.1 0.583231
0.2 0.836697
0.3 0.968363
0.4 0.917062
0.5 1.000000
0.6 1.000000
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.5 1.000000

KRW-BTT 1.0
---------- KRW-MOC ---------
------- 3 -------
0.1 1.337038
0.2 1.295476
0.3 1.256332
0.4 1.219401
0.5 1.184501
0.6 1.151469
0.7 1.120158
0.8 1.090438
0.9 1.062190
high k
0.1 1.337038
------- 4 -------
0.1 1.427151
0.2 1.358628
0.3 1.294916
0.4 1.235567
0.5 1.180187
0.6 1.128425
0.7 1.079968
0.8 1.034538
0.9 0.991885
high k
0.1 1.427151
------- 5 -------
0.1 1.224370
0.2 1.358628
0.3 1.294916
0.4 1.235567
0.5 1.180187
0.6 1.128425
0.7 1.079968
0.8 1.034538
0.9 0.991885
high k
0.2 1.358628
------- 6 -------
0.1 1.069910
0.2 1.358628
0.3 1.294916
0.4 1.235567
0.5 1.180187
0.6 1.128425
0.7 1.079968
0.8 1.034538
0.9 0.991885
high k
0.2 1.358628
------- 7 -------
0.1 1.069910
0.2 1.358628
0.3 1.294916
0.4 1.235567
0.5 1.180187
0.6 1.128425
0.7 1.079968
0.8 1.034538
0.9 0.991885
high k
0.2 1.358628

KRW-MOC 1.4271511265299757
---------- KRW-ENJ ---------
------- 3 -------
0.1 1.145480
0.2 1.128195
0.3 1.111402
0.4 1.095082
0.5 1.079213
0.6 1.063779
0.7 1.048761
0.8 1.034142
0.9 1.019908
high k
0.1 1.145480
------- 4 -------
0.1 1.085901
0.2 1.056084
0.3 1.027447
0.4 0.999927
0.5 0.973467
0.6 0.948015
0.7 0.923520
0.8 1.034142
0.9 1.019908
high k
0.1 1.085901
------- 5 -------
0.1 1.085901
0.2 1.056084
0.3 1.027447
0.4 0.999927
0.5 0.973467
0.6 0.948015
0.7 0.923520
0.8 1.034142
0.9 1.019908
high k
0.1 1.085901
------- 6 -------
0.1 1.044570
0.2 0.985011
0.3 0.929948
0.4 0.999927
0.5 0.973467
0.6 0.948015
0.7 0.923520
0.8 1.034142
0.9 1.019908
high k
0.1 1.044570
------- 7 -------
0.1 0.785987
0.2 0.985011
0.3 0.929948
0.4 0.999927
0.5 0.973467
0.6 0.948015
0.7 0.923520
0.8 1.034142
0.9 1.019908
high k
0.8 1.034142

KRW-ENJ 1.0859010007706826
---------- KRW-TFUEL ---------
------- 3 -------
0.1 1.028813
0.2 1.004482
0.3 0.981223
0.4 0.958969
0.5 0.937654
0.6 0.917222
0.7 0.897618
0.8 0.878793
0.9 1.000000
high k
0.1 1.028813
------- 4 -------
0.1 1.081644
0.2 1.041313
0.3 1.003172
0.4 0.967064
0.5 0.932846
0.6 0.900387
0.7 0.869567
0.8 0.840278
0.9 0.943902
high k
0.1 1.081644
------- 5 -------
0.1 1.081644
0.2 1.041313
0.3 1.003172
0.4 0.967064
0.5 0.932846
0.6 0.900387
0.7 0.869567
0.8 0.840278
0.9 0.943902
high k
0.1 1.081644
------- 6 -------
0.1 1.080308
0.2 1.006782
0.3 0.939772
0.4 0.878564
0.5 0.822538
0.6 0.771151
0.7 0.869567
0.8 0.840278
0.9 0.943902
high k
0.1 1.080308
------- 7 -------
0.1 0.785002
0.2 1.006782
0.3 0.939772
0.4 0.878564
0.5 0.822538
0.6 0.771151
0.7 0.869567
0.8 0.840278
0.9 0.943902
high k
0.2 1.006782

KRW-TFUEL 1.0816442588827964
---------- KRW-MANA ---------
------- 3 -------
0.1 1.024715
0.2 1.010276
0.3 0.996220
0.4 0.982532
0.5 0.969197
0.6 0.956203
0.7 0.943535
0.8 1.000000
0.9 1.000000
high k
0.1 1.024715
------- 4 -------
0.1 0.957668
0.2 0.932616
0.3 0.908505
0.4 0.885290
0.5 0.862926
0.6 0.956203
0.7 0.943535
0.8 1.000000
0.9 1.000000
high k
0.8 1.000000
------- 5 -------
0.1 0.957668
0.2 0.932616
0.3 0.908505
0.4 0.885290
0.5 0.862926
0.6 0.956203
0.7 0.943535
0.8 1.000000
0.9 1.000000
high k
0.8 1.000000
------- 6 -------
0.1 0.911410
0.2 0.932616
0.3 0.908505
0.4 0.885290
0.5 0.862926
0.6 0.956203
0.7 0.943535
0.8 1.000000
0.9 1.000000
high k
0.8 1.000000
------- 7 -------
0.1 0.725314
0.2 0.734164
0.3 0.908505
0.4 0.885290
0.5 0.862926
0.6 0.956203
0.7 0.943535
0.8 1.000000
0.9 1.000000
high k
0.8 1.000000

KRW-MANA 1.0
---------- KRW-ANKR ---------
------- 3 -------
0.1 1.043452
0.2 1.020984
0.3 0.999420
0.4 0.978708
0.5 0.958798
0.6 0.939643
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.1 1.043452
------- 4 -------
0.1 1.000852
0.2 0.968610
0.3 0.937903
0.4 0.908632
0.5 0.880707
0.6 0.854046
0.7 0.899445
0.8 0.890171
0.9 0.881076
high k
0.1 1.000852
------- 5 -------
0.1 1.000852
0.2 0.968610
0.3 0.937903
0.4 0.908632
0.5 0.880707
0.6 0.854046
0.7 0.899445
0.8 0.890171
0.9 0.881076
high k
0.1 1.000852
------- 6 -------
0.1 0.969694
0.2 0.968610
0.3 0.937903
0.4 0.908632
0.5 0.880707
0.6 0.854046
0.7 0.899445
0.8 0.890171
0.9 0.881076
high k
0.1 0.969694
------- 7 -------
0.1 0.733029
0.2 0.725643
0.3 0.696385
0.4 0.908632
0.5 0.880707
0.6 0.854046
0.7 0.899445
0.8 0.890171
0.9 0.881076
high k
0.4 0.908632

KRW-ANKR 1.0008523565675356
---------- KRW-AERGO ---------
------- 3 -------
0.1 1.037286
0.2 1.020010
0.3 1.003275
0.4 0.987055
0.5 0.971327
0.6 0.956069
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.1 1.037286
------- 4 -------
0.1 0.992131
0.2 0.961203
0.3 0.931657
0.4 0.903412
0.5 0.876394
0.6 0.956069
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.7 1.000000
------- 5 -------
0.1 0.992131
0.2 0.961203
0.3 0.931657
0.4 0.903412
0.5 0.876394
0.6 0.956069
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.7 1.000000
------- 6 -------
0.1 0.992131
0.2 0.961203
0.3 0.931657
0.4 0.903412
0.5 0.876394
0.6 0.956069
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.7 1.000000
------- 7 -------
0.1 1.068550
0.2 1.027914
0.3 0.989311
0.4 0.952616
0.5 0.917709
0.6 0.994234
0.7 1.032788
0.8 1.025751
0.9 1.018804
high k
0.1 1.068550

KRW-AERGO 1.06854976634354
---------- KRW-ATOM ---------
------- 3 -------
0.1 1.086196
0.2 1.074646
0.3 1.063329
0.4 1.052236
0.5 1.041363
0.6 1.030702
0.7 1.020248
0.8 1.009994
0.9 0.999934
high k
0.1 1.086196
------- 4 -------
0.1 1.039019
0.2 1.017069
0.3 0.995787
0.4 0.975146
0.5 0.955119
0.6 0.935685
0.7 1.020248
0.8 1.009994
0.9 0.999934
high k
0.1 1.039019
------- 5 -------
0.1 1.039019
0.2 1.017069
0.3 0.995787
0.4 0.975146
0.5 0.955119
0.6 0.935685
0.7 1.020248
0.8 1.009994
0.9 0.999934
high k
0.1 1.039019
------- 6 -------
0.1 1.098839
0.2 1.051802
0.3 1.007434
0.4 0.965544
0.5 0.925958
0.6 0.888516
0.7 1.020248
0.8 1.009994
0.9 0.999934
high k
0.1 1.098839
------- 7 -------
0.1 0.897335
0.2 0.849262
0.3 0.804378
0.4 0.965544
0.5 0.925958
0.6 0.888516
0.7 1.020248
0.8 1.009994
0.9 0.999934
high k
0.7 1.020248

KRW-ATOM 1.0988386812363446
---------- KRW-TT ---------
------- 3 -------
0.1 1.059995
0.2 1.032272
0.3 1.005901
0.4 0.980784
0.5 0.956834
0.6 1.000000
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.1 1.059995
------- 4 -------
0.1 1.008089
0.2 0.951697
0.3 0.899777
0.4 0.851870
0.5 0.807576
0.6 0.820736
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.1 1.008089
------- 5 -------
0.1 1.006328
0.2 0.911214
0.3 0.827550
0.4 0.753665
0.5 0.688175
0.6 0.820736
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.1 1.006328
------- 6 -------
0.1 0.869846
0.2 0.911214
0.3 0.827550
0.4 0.753665
0.5 0.688175
0.6 0.820736
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.7 1.000000
------- 7 -------
0.1 0.603501
0.2 0.623903
0.3 0.559264
0.4 0.502794
0.5 0.453274
0.6 0.820736
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.7 1.000000

KRW-TT 1.0080891345938041
---------- KRW-CRE ---------
------- 3 -------
0.1 1.099542
0.2 1.073260
0.3 1.048154
0.4 1.024144
0.5 1.001163
0.6 0.979144
0.7 0.958029
0.8 1.000000
0.9 1.000000
high k
0.1 1.099542
------- 4 -------
0.1 1.121135
0.2 1.072381
0.3 1.026657
0.4 0.983718
0.5 0.943344
0.6 0.905335
0.7 0.869512
0.8 0.891176
0.9 0.875301
high k
0.1 1.121135
------- 5 -------
0.1 0.978114
0.2 1.072381
0.3 1.026657
0.4 0.983718
0.5 0.943344
0.6 0.905335
0.7 0.869512
0.8 0.891176
0.9 0.875301
high k
0.2 1.072381
------- 6 -------
0.1 0.864001
0.2 1.072381
0.3 1.026657
0.4 0.983718
0.5 0.943344
0.6 0.905335
0.7 0.869512
0.8 0.891176
0.9 0.875301
high k
0.2 1.072381
------- 7 -------
0.1 0.584609
0.2 0.714741
0.3 0.674150
0.4 0.636525
0.5 0.943344
0.6 0.905335
0.7 0.869512
0.8 0.891176
0.9 0.875301
high k
0.5 0.943344

KRW-CRE 1.1211348991348749
---------- KRW-SOLVE ---------
------- 3 -------
0.1 1.080042
0.2 1.054691
0.3 1.030452
0.4 1.007254
0.5 0.985032
0.6 0.963724
0.7 0.943276
0.8 1.000000
0.9 1.000000
high k
0.1 1.080042
------- 4 -------
0.1 1.139438
0.2 1.097763
0.3 1.058317
0.4 1.020941
0.5 0.985492
0.6 0.951838
0.7 0.919858
0.8 0.962978
0.9 0.951069
high k
0.1 1.139438
------- 5 -------
0.1 1.139438
0.2 1.097763
0.3 1.058317
0.4 1.020941
0.5 0.985492
0.6 0.951838
0.7 0.919858
0.8 0.962978
0.9 0.951069
high k
0.1 1.139438
------- 6 -------
0.1 1.139438
0.2 1.097763
0.3 1.058317
0.4 1.020941
0.5 0.985492
0.6 0.951838
0.7 0.919858
0.8 0.962978
0.9 0.951069
high k
0.1 1.139438
------- 7 -------
0.1 0.807625
0.2 0.768734
0.3 0.732296
0.4 0.698117
0.5 0.666023
0.6 0.635856
0.7 0.607471
0.8 0.628752
0.9 0.614018
high k
0.1 0.807625

KRW-SOLVE 1.139437648796746
---------- KRW-MBL ---------
------- 3 -------
0.1 1.073967
0.2 1.046774
0.3 1.020866
0.4 0.996154
0.5 0.972556
0.6 0.950000
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.1 1.073967
------- 4 -------
0.1 1.083595
0.2 1.035219
0.3 0.989933
0.4 0.947479
0.5 0.907629
0.6 0.870173
0.7 0.899299
0.8 0.883192
0.9 0.867623
high k
0.1 1.083595
------- 5 -------
0.1 0.953960
0.2 1.035219
0.3 0.989933
0.4 0.947479
0.5 0.907629
0.6 0.870173
0.7 0.899299
0.8 0.883192
0.9 0.867623
high k
0.2 1.035219
------- 6 -------
0.1 0.884076
0.2 1.035219
0.3 0.989933
0.4 0.947479
0.5 0.907629
0.6 0.870173
0.7 0.899299
0.8 0.883192
0.9 0.867623
high k
0.2 1.035219
------- 7 -------
0.1 0.596545
0.2 0.688980
0.3 0.989933
0.4 0.947479
0.5 0.907629
0.6 0.870173
0.7 0.899299
0.8 0.883192
0.9 0.867623
high k
0.3 0.989933

KRW-MBL 1.0835951656373382
---------- KRW-TSHP ---------
------- 3 -------
0.1 1.092496
0.2 1.063394
0.3 1.035737
0.4 1.009421
0.5 0.984351
0.6 0.960440
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.1 1.092496
------- 4 -------
0.1 1.048376
0.2 0.998388
0.3 0.951801
0.4 0.908313
0.5 0.867658
0.6 0.829595
0.7 0.846739
0.8 0.830335
0.9 0.814521
high k
0.1 1.048376
------- 5 -------
0.1 0.912052
0.2 0.998388
0.3 0.951801
0.4 0.908313
0.5 0.867658
0.6 0.829595
0.7 0.846739
0.8 0.830335
0.9 0.814521
high k
0.2 0.998388
------- 6 -------
0.1 0.818169
0.2 0.837623
0.3 0.749639
0.4 0.908313
0.5 0.867658
0.6 0.829595
0.7 0.846739
0.8 0.830335
0.9 0.814521
high k
0.4 0.908313
------- 7 -------
0.1 0.581043
0.2 0.579599
0.3 0.505700
0.4 0.597688
0.5 0.557201
0.6 0.520199
0.7 0.518680
0.8 0.830335
0.9 0.814521
high k
0.8 0.830335

KRW-TSHP 1.0483757620962513
---------- KRW-WAXP ---------
------- 3 -------
0.1 1.097935
0.2 1.080558
0.3 1.063700
0.4 1.047337
0.5 1.031448
0.6 1.016012
0.7 1.001011
0.8 0.986427
0.9 0.972241
high k
0.1 1.097935
------- 4 -------
0.1 1.055127
0.2 1.023330
0.3 0.992907
0.4 0.963781
0.5 0.935880
0.6 0.909136
0.7 0.883487
0.8 0.858875
0.9 0.972241
high k
0.1 1.055127
------- 5 -------
0.1 0.992342
0.2 1.023330
0.3 0.992907
0.4 0.963781
0.5 0.935880
0.6 0.909136
0.7 0.883487
0.8 0.858875
0.9 0.972241
high k
0.2 1.023330
------- 6 -------
0.1 0.992342
0.2 1.023330
0.3 0.992907
0.4 0.963781
0.5 0.935880
0.6 0.909136
0.7 0.883487
0.8 0.858875
0.9 0.972241
high k
0.2 1.023330
------- 7 -------
0.1 0.992342
0.2 1.023330
0.3 0.992907
0.4 0.963781
0.5 0.935880
0.6 0.909136
0.7 0.883487
0.8 0.858875
0.9 0.972241
high k
0.2 1.023330

KRW-WAXP 1.0551273151153073
---------- KRW-HBAR ---------
------- 3 -------
0.1 1.053133
0.2 1.037516
0.3 1.022335
0.4 1.007572
0.5 0.993210
0.6 0.979233
0.7 0.965625
0.8 0.952372
0.9 0.939461
high k
0.1 1.053133
------- 4 -------
0.1 1.005733
0.2 0.978815
0.3 0.952933
0.4 0.928035
0.5 0.904074
0.6 0.881001
0.7 0.858776
0.8 0.952372
0.9 0.939461
high k
0.1 1.005733
------- 5 -------
0.1 1.005733
0.2 0.978815
0.3 0.952933
0.4 0.928035
0.5 0.904074
0.6 0.881001
0.7 0.858776
0.8 0.952372
0.9 0.939461
high k
0.1 1.005733
------- 6 -------
0.1 0.992381
0.2 0.934808
0.3 0.952933
0.4 0.928035
0.5 0.904074
0.6 0.881001
0.7 0.858776
0.8 0.952372
0.9 0.939461
high k
0.1 0.992381
------- 7 -------
0.1 0.735643
0.2 0.934808
0.3 0.952933
0.4 0.928035
0.5 0.904074
0.6 0.881001
0.7 0.858776
0.8 0.952372
0.9 0.939461
high k
0.3 0.952933

KRW-HBAR 1.005733405594679
---------- KRW-MED ---------
------- 3 -------
0.1 1.116797
0.2 1.092638
0.3 1.069459
0.4 1.047202
0.5 1.025812
0.6 1.005241
0.7 0.985441
0.8 0.966371
0.9 0.947991
high k
0.1 1.116797
------- 4 -------
0.1 1.098831
0.2 1.057581
0.3 1.018559
0.4 0.981607
0.5 0.946581
0.6 0.913351
0.7 0.881795
0.8 0.851804
0.9 0.823275
high k
0.1 1.098831
------- 5 -------
0.1 0.953395
0.2 1.057581
0.3 1.018559
0.4 0.981607
0.5 0.946581
0.6 0.913351
0.7 0.881795
0.8 0.851804
0.9 0.823275
high k
0.2 1.057581
------- 6 -------
0.1 0.825507
0.2 1.057581
0.3 1.018559
0.4 0.981607
0.5 0.946581
0.6 0.913351
0.7 0.881795
0.8 0.851804
0.9 0.823275
high k
0.2 1.057581
------- 7 -------
0.1 0.595629
0.2 0.747755
0.3 0.705951
0.4 0.981607
0.5 0.946581
0.6 0.913351
0.7 0.881795
0.8 0.851804
0.9 0.823275
high k
0.4 0.981607

KRW-MED 1.0988305099511428
---------- KRW-MLK ---------
------- 3 -------
0.1 1.043859
0.2 1.017873
0.3 0.993094
0.4 0.969438
0.5 0.946832
0.6 1.000000
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.1 1.043859
------- 4 -------
0.1 1.220067
0.2 1.173353
0.3 1.129258
0.4 1.087589
0.5 1.048167
0.6 1.092546
0.7 1.078426
0.8 1.064650
0.9 1.051206
high k
0.1 1.220067
------- 5 -------
0.1 1.220067
0.2 1.173353
0.3 1.129258
0.4 1.087589
0.5 1.048167
0.6 1.092546
0.7 1.078426
0.8 1.064650
0.9 1.051206
high k
0.1 1.220067
------- 6 -------
0.1 1.220067
0.2 1.173353
0.3 1.129258
0.4 1.087589
0.5 1.048167
0.6 1.092546
0.7 1.078426
0.8 1.064650
0.9 1.051206
high k
0.1 1.220067
------- 7 -------
0.1 0.957076
0.2 0.904571
0.3 0.855799
0.4 0.810434
0.5 0.768181
0.6 0.787693
0.7 0.765053
0.8 0.743343
0.9 0.722513
high k
0.1 0.957076

KRW-MLK 1.2200665742402732
---------- KRW-STPT ---------
------- 3 -------
0.1 1.056680
0.2 1.035398
0.3 1.014918
0.4 0.995198
0.5 0.976194
0.6 0.957869
0.7 0.940187
0.8 1.000000
0.9 1.000000
high k
0.1 1.056680
------- 4 -------
0.1 0.971889
0.2 0.928049
0.3 0.887031
0.4 0.995198
0.5 0.976194
0.6 0.957869
0.7 0.940187
0.8 1.000000
0.9 1.000000
high k
0.8 1.000000
------- 5 -------
0.1 0.924495
0.2 0.847728
0.3 0.779182
0.4 0.841776
0.5 0.976194
0.6 0.957869
0.7 0.940187
0.8 1.000000
0.9 1.000000
high k
0.8 1.000000
------- 6 -------
0.1 0.956382
0.2 0.838034
0.3 0.737394
0.4 0.763887
0.5 0.850748
0.6 0.802813
0.7 0.758811
0.8 0.778143
0.9 1.000000
high k
0.9 1.000000
------- 7 -------
0.1 0.956382
0.2 0.838034
0.3 0.737394
0.4 0.763887
0.5 0.850748
0.6 0.802813
0.7 0.758811
0.8 0.778143
0.9 1.000000
high k
0.9 1.000000

KRW-STPT 1.0
---------- KRW-ORBS ---------
------- 3 -------
0.1 1.069293
0.2 1.046681
0.3 1.024965
0.4 1.004092
0.5 0.984014
0.6 0.964686
0.7 0.946068
0.8 0.928121
0.9 1.000000
high k
0.1 1.069293
------- 4 -------
0.1 1.016639
0.2 0.980266
0.3 0.945770
0.4 0.913023
0.5 0.881909
0.6 0.852321
0.7 0.824162
0.8 0.928121
0.9 1.000000
high k
0.1 1.016639
------- 5 -------
0.1 1.016639
0.2 0.980266
0.3 0.945770
0.4 0.913023
0.5 0.881909
0.6 0.852321
0.7 0.824162
0.8 0.928121
0.9 1.000000
high k
0.1 1.016639
------- 6 -------
0.1 0.920348
0.2 0.847339
0.3 0.782024
0.4 0.723382
0.5 0.881909
0.6 0.852321
0.7 0.824162
0.8 0.928121
0.9 1.000000
high k
0.9 1.000000
------- 7 -------
0.1 0.658866
0.2 0.599281
0.3 0.546483
0.4 0.499529
0.5 0.601874
0.6 0.574945
0.7 0.549574
0.8 0.611869
0.9 0.651842
high k
0.1 0.658866

KRW-ORBS 1.016639108821897
---------- KRW-VET ---------
------- 3 -------
0.1 1.021770
0.2 1.001643
0.3 0.982258
0.4 0.963575
0.5 0.945556
0.6 0.928166
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.1 1.021770
------- 4 -------
0.1 0.894995
0.2 0.863338
0.3 0.833284
0.4 0.963575
0.5 0.945556
0.6 0.928166
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.7 1.000000
------- 5 -------
0.1 0.894995
0.2 0.863338
0.3 0.833284
0.4 0.963575
0.5 0.945556
0.6 0.928166
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.7 1.000000
------- 6 -------
0.1 0.894491
0.2 0.830277
0.3 0.833284
0.4 0.963575
0.5 0.945556
0.6 0.928166
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.7 1.000000
------- 7 -------
0.1 0.634130
0.2 0.579648
0.3 0.833284
0.4 0.963575
0.5 0.945556
0.6 0.928166
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.7 1.000000

KRW-VET 1.0
---------- KRW-CHZ ---------
------- 3 -------
0.1 1.057931
0.2 1.037480
0.3 1.017770
0.4 0.998762
0.5 0.980418
0.6 0.962706
0.7 0.945591
0.8 0.929046
0.9 0.913042
high k
0.1 1.057931
------- 4 -------
0.1 1.005035
0.2 0.970693
0.3 0.938038
0.4 0.906959
0.5 0.877359
0.6 0.849144
0.7 0.822230
0.8 0.929046
0.9 0.913042
high k
0.1 1.005035
------- 5 -------
0.1 1.005035
0.2 0.970693
0.3 0.938038
0.4 0.906959
0.5 0.877359
0.6 0.849144
0.7 0.822230
0.8 0.929046
0.9 0.913042
high k
0.1 1.005035
------- 6 -------
0.1 0.884031
0.2 0.970693
0.3 0.938038
0.4 0.906959
0.5 0.877359
0.6 0.849144
0.7 0.822230
0.8 0.929046
0.9 0.913042
high k
0.2 0.970693
------- 7 -------
0.1 0.658871
0.2 0.712487
0.3 0.938038
0.4 0.906959
0.5 0.877359
0.6 0.849144
0.7 0.822230
0.8 0.929046
0.9 0.913042
high k
0.3 0.938038

KRW-CHZ 1.005034750613246
---------- KRW-PXL ---------
------- 3 -------
0.1 1.133243
0.2 1.092916
0.3 1.055247
0.4 1.019983
0.5 0.986899
0.6 0.955799
0.7 0.926511
0.8 0.898880
0.9 0.872770
high k
0.1 1.133243
------- 4 -------
0.1 1.179008
0.2 1.121622
0.3 1.068446
0.4 1.019061
0.5 0.973102
0.6 0.930247
0.7 0.890212
0.8 0.852747
0.9 0.817629
high k
0.1 1.179008
------- 5 -------
0.1 1.179008
0.2 1.121622
0.3 1.068446
0.4 1.019061
0.5 0.973102
0.6 0.930247
0.7 0.890212
0.8 0.852747
0.9 0.817629
high k
0.1 1.179008
------- 6 -------
0.1 1.179008
0.2 1.121622
0.3 1.068446
0.4 1.019061
0.5 0.973102
0.6 0.930247
0.7 0.890212
0.8 0.852747
0.9 0.817629
high k
0.1 1.179008
------- 7 -------
0.1 0.794291
0.2 0.745967
0.3 0.701613
0.4 0.660810
0.5 0.623196
0.6 0.588452
0.7 0.556299
0.8 0.852747
0.9 0.817629
high k
0.8 0.852747

KRW-PXL 1.1790075093786165
---------- KRW-STMX ---------
------- 3 -------
0.1 1.065065
0.2 1.041754
0.3 1.019397
0.4 0.997938
0.5 0.977322
0.6 0.957503
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.1 1.065065
------- 4 -------
0.1 0.977254
0.2 0.929763
0.3 0.885559
0.4 0.844345
0.5 0.977322
0.6 0.957503
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.7 1.000000
------- 5 -------
0.1 0.929570
0.2 0.851189
0.3 0.781271
0.4 0.718702
0.5 0.803510
0.6 0.957503
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.7 1.000000
------- 6 -------
0.1 0.929570
0.2 0.851189
0.3 0.781271
0.4 0.718702
0.5 0.803510
0.6 0.957503
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.7 1.000000
------- 7 -------
0.1 0.676160
0.2 0.610258
0.3 0.552188
0.4 0.718702
0.5 0.803510
0.6 0.957503
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.7 1.000000

KRW-STMX 1.0
---------- KRW-DKA ---------
------- 3 -------
