---------- KRW-BTC ---------
------- 3 -------
high k
0.3 1.000813

KRW-BTG 1.0008126114745046
---------- KRW-ICX ---------
------- 3 -------
0.1 1.040113
0.2 1.020620
0.3 1.001812
0.4 0.983654
0.5 0.966112
0.6 0.949155
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.1 1.040113
------- 4 -------
0.1 1.037276
0.2 0.991305
0.3 0.948255
0.4 0.907886
0.5 0.869979
0.6 0.949155
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.1 1.037276
------- 5 -------
0.1 0.874194
0.2 0.809935
0.3 0.751723
0.4 0.698865
0.5 0.869979
0.6 0.949155
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.7 1.000000
------- 6 -------
0.1 0.788129
0.2 0.710208
0.3 0.751723
0.4 0.698865
0.5 0.869979
0.6 0.949155
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.7 1.000000
------- 7 -------
0.1 0.597596
0.2 0.710208
0.3 0.751723
0.4 0.698865
0.5 0.869979
0.6 0.949155
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.7 1.000000

KRW-ICX 1.0372762576211527
---------- KRW-EOS ---------
------- 3 -------
0.1 1.069607
0.2 1.052393
0.3 1.035701
0.4 1.019506
0.5 1.003788
0.6 0.988525
0.7 0.973697
0.8 0.959287
0.9 0.945278
high k
0.1 1.069607
------- 4 -------
0.1 0.994784
0.2 0.969032
0.3 0.944253
0.4 0.920399
0.5 0.897424
0.6 0.875284
0.7 0.853939
0.8 0.959287
0.9 0.945278
high k
0.1 0.994784
------- 5 -------
0.1 0.994784
0.2 0.969032
0.3 0.944253
0.4 0.920399
0.5 0.897424
0.6 0.875284
0.7 0.853939
0.8 0.959287
0.9 0.945278
high k
0.1 0.994784
------- 6 -------
0.1 0.901981
0.2 0.856433
0.3 0.944253
0.4 0.920399
0.5 0.897424
0.6 0.875284
0.7 0.853939
0.8 0.959287
0.9 0.945278
high k
0.8 0.959287
------- 7 -------
0.1 0.710040
0.2 0.667112
0.3 0.727874
0.4 0.920399
0.5 0.897424
0.6 0.875284
0.7 0.853939
0.8 0.959287
0.9 0.945278
high k
0.8 0.959287

KRW-EOS 0.9947844203116354
---------- KRW-TRX ---------
------- 3 -------
0.1 1.054972
0.2 1.040343
0.3 1.026095
0.4 1.012215
0.5 0.998689
0.6 0.985503
0.7 0.972644
0.8 0.960101
0.9 1.000000
high k
0.1 1.054972
------- 4 -------
0.1 0.979742
0.2 0.952675
0.3 0.926680
0.4 0.901701
0.5 0.877687
0.6 0.985503
0.7 0.972644
0.8 0.960101
0.9 1.000000
high k
0.9 1.000000
------- 5 -------
0.1 0.861351
0.2 0.952675
0.3 0.926680
0.4 0.901701
0.5 0.877687
0.6 0.985503
0.7 0.972644
0.8 0.960101
0.9 1.000000
high k
0.9 1.000000
------- 6 -------
0.1 0.820260
0.2 0.952675
0.3 0.926680
0.4 0.901701
0.5 0.877687
0.6 0.985503
0.7 0.972644
0.8 0.960101
0.9 1.000000
high k
0.9 1.000000
------- 7 -------
0.1 0.619146
0.2 0.952675
0.3 0.926680
0.4 0.901701
0.5 0.877687
0.6 0.985503
0.7 0.972644
0.8 0.960101
0.9 1.000000
high k
0.9 1.000000

KRW-TRX 1.0
---------- KRW-SC ---------
------- 3 -------
0.1 1.081245
0.2 1.054651
0.3 1.029279
0.4 1.005046
0.5 0.981877
0.6 0.959704
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.1 1.081245
------- 4 -------
0.1 1.002038
0.2 0.961665
0.3 0.923642
0.4 0.887791
0.5 0.853946
0.6 0.821963
0.7 0.843617
0.8 1.000000
0.9 1.000000
high k
0.1 1.002038
------- 5 -------
0.1 0.845705
0.2 0.961665
0.3 0.923642
0.4 0.887791
0.5 0.853946
0.6 0.821963
0.7 0.843617
0.8 1.000000
0.9 1.000000
high k
0.8 1.000000
------- 6 -------
0.1 0.845705
0.2 0.961665
0.3 0.923642
0.4 0.887791
0.5 0.853946
0.6 0.821963
0.7 0.843617
0.8 1.000000
0.9 1.000000
high k
0.8 1.000000
------- 7 -------
0.1 0.583645
0.2 0.961665
0.3 0.923642
0.4 0.887791
0.5 0.853946
0.6 0.821963
0.7 0.843617
0.8 1.000000
0.9 1.000000
high k
0.8 1.000000

KRW-SC 1.002037652986894
---------- KRW-IGNIS ---------
------- 3 -------
0.1 1.082203
0.2 1.063333
0.3 1.045082
0.4 1.027419
0.5 1.010317
0.6 0.993750
0.7 0.977692
0.8 0.962121
0.9 0.947015
high k
0.1 1.082203
------- 4 -------
0.1 1.051735
0.2 1.004332
0.3 0.960016
0.4 0.918524
0.5 1.010317
0.6 0.993750
0.7 0.977692
0.8 0.962121
0.9 0.947015
high k
0.1 1.051735
------- 5 -------
0.1 0.973134
0.2 0.892626
0.3 0.820735
0.4 0.756329
0.5 1.010317
0.6 0.993750
0.7 0.977692
0.8 0.962121
0.9 0.947015
high k
0.5 1.010317
------- 6 -------
0.1 0.832477
0.2 0.892626
0.3 0.820735
0.4 0.756329
0.5 1.010317
0.6 0.993750
0.7 0.977692
0.8 0.962121
0.9 0.947015
high k
0.5 1.010317
------- 7 -------
0.1 0.832477
0.2 0.892626
0.3 0.820735
0.4 0.756329
0.5 1.010317
0.6 0.993750
0.7 0.977692
0.8 0.962121
0.9 0.947015
high k
0.5 1.010317

KRW-IGNIS 1.0517354367482468
---------- KRW-ONT ---------
------- 3 -------
0.1 1.070096
0.2 1.050647
0.3 1.031863
0.4 1.013709
0.5 0.996154
0.6 0.979169
0.7 0.962727
0.8 0.946802
0.9 1.000000
high k
0.1 1.070096
------- 4 -------
0.1 0.999841
0.2 0.968757
0.3 0.939068
0.4 0.910691
0.5 0.883551
0.6 0.857577
0.7 0.832702
0.8 0.946802
0.9 1.000000
high k
0.9 1.000000
------- 5 -------
0.1 0.999841
0.2 0.968757
0.3 0.939068
0.4 0.910691
0.5 0.883551
0.6 0.857577
0.7 0.832702
0.8 0.946802
0.9 1.000000
high k
0.9 1.000000
------- 6 -------
0.1 0.869607
0.2 0.815071
0.3 0.939068
0.4 0.910691
0.5 0.883551
0.6 0.857577
0.7 0.832702
0.8 0.946802
0.9 1.000000
high k
0.9 1.000000
------- 7 -------
0.1 0.638423
0.2 0.815071
0.3 0.939068
0.4 0.910691
0.5 0.883551
0.6 0.857577
0.7 0.832702
0.8 0.946802
0.9 1.000000
high k
0.9 1.000000

KRW-ONT 1.0
---------- KRW-ZIL ---------
------- 3 -------
0.1 1.057345
0.2 1.038889
0.3 1.021038
0.4 1.003763
0.5 0.987037
0.6 0.970833
0.7 0.955128
0.8 1.000000
0.9 1.000000
high k
0.1 1.057345
------- 4 -------
0.1 0.986556
0.2 0.957925
0.3 0.930499
0.4 0.904210
0.5 0.878996
0.6 0.854801
0.7 0.831568
0.8 1.000000
0.9 1.000000
high k
0.8 1.000000
------- 5 -------
0.1 0.986556
0.2 0.957925
0.3 0.930499
0.4 0.904210
0.5 0.878996
0.6 0.854801
0.7 0.831568
0.8 1.000000
0.9 1.000000
high k
0.8 1.000000
------- 6 -------
0.1 0.932577
0.2 0.881653
0.3 0.930499
0.4 0.904210
0.5 0.878996
0.6 0.854801
0.7 0.831568
0.8 1.000000
0.9 1.000000
high k
0.8 1.000000
------- 7 -------
0.1 0.723314
0.2 0.881653
0.3 0.930499
0.4 0.904210
0.5 0.878996
0.6 0.854801
0.7 0.831568
0.8 1.000000
0.9 1.000000
high k
0.8 1.000000

KRW-ZIL 1.0
---------- KRW-POLY ---------
------- 3 -------
0.1 1.084611
0.2 1.065460
0.3 1.046945
0.4 1.029035
0.5 1.011700
0.6 0.994913
0.7 0.978649
0.8 0.962883
0.9 0.947594
high k
0.1 1.084611
------- 4 -------
0.1 0.977116
0.2 1.065460
0.3 1.046945
0.4 1.029035
0.5 1.011700
0.6 0.994913
0.7 0.978649
0.8 0.962883
0.9 0.947594
high k
0.2 1.065460
------- 5 -------
0.1 0.968920
0.2 1.014333
0.3 0.958286
0.4 0.906798
0.5 0.859373
0.6 0.815585
0.7 0.775062
0.8 0.737480
0.9 0.702555
high k
0.2 1.014333
------- 6 -------
0.1 0.887326
0.2 0.891714
0.3 0.958286
0.4 0.906798
0.5 0.859373
0.6 0.815585
0.7 0.775062
0.8 0.737480
0.9 0.702555
high k
0.3 0.958286
------- 7 -------
0.1 0.612514
0.2 0.891714
0.3 0.958286
0.4 0.906798
0.5 0.859373
0.6 0.815585
0.7 0.775062
0.8 0.737480
0.9 0.702555
high k
0.3 0.958286

KRW-POLY 1.0654598825831703
---------- KRW-ZRX ---------
------- 3 -------
0.1 1.043142
0.2 1.024161
0.3 1.005829
0.4 0.988111
0.5 0.970979
0.6 0.954403
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.1 1.043142
------- 4 -------
0.1 0.992577
0.2 0.963671
0.3 0.935992
0.4 0.909472
0.5 0.884046
0.6 0.859654
0.7 0.891176
0.8 0.881818
0.9 0.872644
high k
0.1 0.992577
------- 5 -------
0.1 0.992577
0.2 0.963671
0.3 0.935992
0.4 0.909472
0.5 0.884046
0.6 0.859654
0.7 0.891176
0.8 0.881818
0.9 0.872644
high k
0.1 0.992577
------- 6 -------
0.1 0.931212
0.2 0.880050
0.3 0.935992
0.4 0.909472
0.5 0.884046
0.6 0.859654
0.7 0.891176
0.8 0.881818
0.9 0.872644
high k
0.3 0.935992
------- 7 -------
0.1 0.721678
0.2 0.674491
0.3 0.935992
0.4 0.909472
0.5 0.884046
0.6 0.859654
0.7 0.891176
0.8 0.881818
0.9 0.872644
high k
0.3 0.935992

KRW-ZRX 0.9925771589061952
---------- KRW-LOOM ---------
------- 3 -------
0.1 1.079458
0.2 1.061834
0.3 1.044750
0.4 1.028184
0.5 1.012112
0.6 0.996512
0.7 0.981363
0.8 0.966647
0.9 0.952345
high k
0.1 1.079458
------- 4 -------
0.1 1.111529
0.2 1.077003
0.3 1.044015
0.4 1.012476
0.5 0.982303
0.6 0.953419
0.7 0.925753
0.8 0.899236
0.9 0.952345
high k
0.1 1.111529
------- 5 -------
0.1 1.111529
0.2 1.077003
0.3 1.044015
0.4 1.012476
0.5 0.982303
0.6 0.953419
0.7 0.925753
0.8 0.899236
0.9 0.952345
high k
0.1 1.111529
------- 6 -------
0.1 1.111529
0.2 1.077003
0.3 1.044015
0.4 1.012476
0.5 0.982303
0.6 0.953419
0.7 0.925753
0.8 0.899236
0.9 0.952345
high k
0.1 1.111529
------- 7 -------
0.1 1.111529
0.2 1.077003
0.3 1.044015
0.4 1.012476
0.5 0.982303
0.6 0.953419
0.7 0.925753
0.8 0.899236
0.9 0.952345
high k
0.1 1.111529

KRW-LOOM 1.1115292535370356
---------- KRW-BCH ---------
------- 3 -------
0.1 1.025619
0.2 1.013504
0.3 1.001659
0.4 0.990075
0.5 0.978744
0.6 0.967656
0.7 0.956805
0.8 0.946183
0.9 1.000000
high k
0.1 1.025619
------- 4 -------
0.1 0.951796
0.2 0.930388
0.3 0.909672
0.4 0.889619
0.5 0.978744
0.6 0.967656
0.7 0.956805
0.8 0.946183
0.9 1.000000
high k
0.9 1.000000
------- 5 -------
0.1 0.951796
0.2 0.930388
0.3 0.909672
0.4 0.889619
0.5 0.978744
0.6 0.967656
0.7 0.956805
0.8 0.946183
0.9 1.000000
high k
0.9 1.000000
------- 6 -------
0.1 0.891941
0.2 0.851956
0.3 0.814333
0.4 0.889619
0.5 0.978744
0.6 0.967656
0.7 0.956805
0.8 0.946183
0.9 1.000000
high k
0.9 1.000000
------- 7 -------
0.1 0.713858
0.2 0.674370
0.3 0.814333
0.4 0.889619
0.5 0.978744
0.6 0.967656
0.7 0.956805
0.8 0.946183
0.9 1.000000
high k
0.9 1.000000

KRW-BCH 1.0
---------- KRW-ADX ---------
------- 3 -------
0.1 1.067730
0.2 1.050759
0.3 1.034296
0.4 1.018319
0.5 1.002805
0.6 0.987736
0.7 0.973092
0.8 0.958855
0.9 1.000000
high k
0.1 1.067730
------- 4 -------
0.1 1.005333
0.2 1.050759
0.3 1.034296
0.4 1.018319
0.5 1.002805
0.6 0.987736
0.7 0.973092
0.8 0.958855
0.9 1.000000
high k
0.2 1.050759
------- 5 -------
0.1 0.842288
0.2 1.050759
0.3 1.034296
0.4 1.018319
0.5 1.002805
0.6 0.987736
0.7 0.973092
0.8 0.958855
0.9 1.000000
high k
0.2 1.050759
------- 6 -------
0.1 0.770168
0.2 0.932779
0.3 0.892076
0.4 0.853956
0.5 0.818202
0.6 0.784618
0.7 0.973092
0.8 0.958855
0.9 1.000000
high k
0.9 1.000000
------- 7 -------
0.1 0.770168
0.2 0.932779
0.3 0.892076
0.4 0.853956
0.5 0.818202
0.6 0.784618
0.7 0.973092
0.8 0.958855
0.9 1.000000
high k
0.9 1.000000

KRW-ADX 1.0507591442374051
---------- KRW-BAT ---------
------- 3 -------
0.1 1.038063
0.2 1.023359
0.3 1.009048
0.4 0.995113
0.5 0.981540
0.6 0.968315
0.7 0.955425
0.8 1.000000
0.9 1.000000
high k
0.1 1.038063
------- 4 -------
0.1 0.973143
0.2 0.946845
0.3 0.921566
0.4 0.897255
0.5 0.981540
0.6 0.968315
0.7 0.955425
0.8 1.000000
0.9 1.000000
high k
0.8 1.000000
------- 5 -------
0.1 0.973143
0.2 0.946845
0.3 0.921566
0.4 0.897255
0.5 0.981540
0.6 0.968315
0.7 0.955425
0.8 1.000000
0.9 1.000000
high k
0.8 1.000000
------- 6 -------
0.1 1.012260
0.2 0.957325
0.3 0.906321
0.4 0.858894
0.5 0.981540
0.6 0.968315
0.7 0.955425
0.8 1.000000
0.9 1.000000
high k
0.1 1.012260
------- 7 -------
0.1 0.762868
0.2 0.957325
0.3 0.906321
0.4 0.858894
0.5 0.981540
0.6 0.968315
0.7 0.955425
0.8 1.000000
0.9 1.000000
high k
0.8 1.000000

KRW-BAT 1.012259565618234
---------- KRW-IOST ---------
------- 3 -------
0.1 1.142261
0.2 1.122437
0.3 1.103263
0.4 1.084705
0.5 1.066735
0.6 1.049325
0.7 1.032450
0.8 1.016085
0.9 1.000207
high k
0.1 1.142261
------- 4 -------
0.1 1.078279
0.2 1.043233
0.3 1.009821
0.4 0.977942
0.5 0.947506
0.6 0.918427
0.7 1.032450
0.8 1.016085
0.9 1.000207
high k
0.1 1.078279
------- 5 -------
0.1 0.914642
0.2 1.043233
0.3 1.009821
0.4 0.977942
0.5 0.947506
0.6 0.918427
0.7 1.032450
0.8 1.016085
0.9 1.000207
high k
0.2 1.043233
------- 6 -------
0.1 0.914642
0.2 1.043233
0.3 1.009821
0.4 0.977942
0.5 0.947506
0.6 0.918427
0.7 1.032450
0.8 1.016085
0.9 1.000207
high k
0.2 1.043233
------- 7 -------
0.1 0.604566
0.2 1.043233
0.3 1.009821
0.4 0.977942
0.5 0.947506
0.6 0.918427
0.7 1.032450
0.8 1.016085
0.9 1.000207
high k
0.2 1.043233

KRW-IOST 1.0782788066577553
---------- KRW-DMT ---------
------- 3 -------
0.1 1.100696
0.2 1.072204
0.3 1.045090
0.4 1.019254
0.5 0.994610
0.6 0.971076
0.7 1.000000
0.8 1.000000
0.9 1.000000
high k
0.1 1.100696
------- 4 -------
0.1 1.127121
0.2 1.079537
0.3 1.034858
0.4 0.992852
0.5 0.953308
0.6 0.916037
0.7 0.928618
0.8 0.914344
0.9 0.900479
high k
0.1 1.127121
------- 5 -------
0.1 1.127121
0.2 1.079537
0.3 1.034858
0.4 0.992852
0.5 0.953308
0.6 0.916037
0.7 0.928618
0.8 0.914344
0.9 0.900479
high k
0.1 1.127121
------- 6 -------
0.1 1.127121
0.2 1.079537
0.3 1.034858
0.4 0.992852
0.5 0.953308
0.6 0.916037
0.7 0.928618
0.8 0.914344
0.9 0.900479
high k
0.1 1.127121
------- 7 -------
0.1 1.127121
0.2 1.079537
0.3 1.034858
0.4 0.992852
0.5 0.953308
0.6 0.916037
0.7 0.928618
0.8 0.914344
0.9 0.900479
high k
0.1 1.127121

KRW-DMT 1.127120805577484
---------- KRW-RFR ---------
------- 3 -------
0.1 1.094144
0.2 1.068943
0.3 1.044828
0.4 1.021730
0.5 0.999587
0.6 0.978340
0.7 0.957937
0.8 1.000000
0.9 1.000000
high k
0.1 1.094144
------- 4 -------
0.1 1.081119
0.2 1.030411
0.3 0.983088
0.4 0.938856
0.5 0.897455
0.6 0.978340
0.7 0.957937
0.8 1.000000
0.9 1.000000
high k
0.1 1.081119
------- 5 -------
0.1 1.001322
0.2 0.913019
0.3 0.834762
0.4 0.765148
0.5 0.897455
0.6 0.978340
0.7 0.957937
0.8 1.000000
0.9 1.000000
high k
0.1 1.001322
------- 6 -------
0.1 0.906065
0.2 0.913019
0.3 0.834762
0.4 0.765148
0.5 0.897455
0.6 0.978340
0.7 0.957937
0.8 1.000000
0.9 1.000000
high k
0.8 1.000000
------- 7 -------
0.1 0.608045
0.2 0.595807
0.3 0.530057
0.4 0.473053
0.5 0.540553
0.6 0.978340
0.7 0.957937
0.8 1.000000
0.9 1.000000
high k
0.8 1.000000

KRW-RFR 1.0811186186186188
---------- KRW-CVC ---------
------- 3 -------
0.1 1.112223
0.2 1.095872
0.3 1.079974
0.4 1.064512
0.5 1.049467
0.6 1.034823
0.7 1.020564
0.8 1.006675
0.9 0.993141
high k
0.1 1.112223
------- 4 -------
0.1 1.079842
0.2 1.052511
0.3 1.026182
0.4 1.000807
0.5 0.976339
0.6 0.952736
0.7 0.929959
0.8 0.907968
0.9 0.886728
high k
0.1 1.079842
------- 5 -------
0.1 1.079842
0.2 1.052511
0.3 1.026182
0.4 1.000807
0.5 0.976339
0.6 0.952736
0.7 0.929959
0.8 0.907968
0.9 0.886728
high k
0.1 1.079842
------- 6 -------
0.1 1.006912
0.2 0.944318
0.3 1.026182
0.4 1.000807
0.5 0.976339
0.6 0.952736
0.7 0.929959
0.8 0.907968
0.9 0.886728
high k
0.3 1.026182
------- 7 -------
0.1 0.733600
0.2 0.681366
0.3 0.733359
0.4 0.708445
0.5 0.684628
0.6 0.952736
0.7 0.929959
0.8 0.907968
0.9 0.886728
high k
0.6 0.952736

KRW-CVC 1.0798420165102576
---------- KRW-IQ ---------
------- 3 -------
0.1 1.077583
0.2 1.054754
0.3 1.032830
0.4 1.011760
0.5 0.991494
0.6 0.971987
0.7 0.953197
0.8 1.000000
0.9 1.000000
high k
0.1 1.077583
------- 4 -------
0.1 1.012023
0.2 0.970252
0.3 0.930938
0.4 0.893894
0.5 0.858949
0.6 0.971987
0.7 0.953197
0.8 1.000000
0.9 1.000000
high k
0.1 1.012023
------- 5 -------
0.1 0.885173
0.2 0.816782
0.3 0.930938
0.4 0.893894
0.5 0.858949
0.6 0.971987
0.7 0.953197
0.8 1.000000
0.9 1.000000
high k
0.8 1.000000
------- 6 -------
0.1 0.885173
0.2 0.816782
0.3 0.930938
0.4 0.893894
0.5 0.858949
0.6 0.971987
0.7 0.953197
0.8 1.000000
0.9 1.000000
high k
0.8 1.000000
------- 7 -------
0.1 0.596346
0.2 0.542947
0.3 0.930938
0.4 0.893894
0.5 0.858949
0.6 0.971987
0.7 0.953197
0.8 1.000000
0.9 1.000000
high k
0.8 1.000000

KRW-IQ 1.0120228355697751
---------- KRW-IOTA ---------
------- 3 -------
0.1 1.105388
0.2 1.091659
0.3 1.078252
0.4 1.065157
0.5 1.052362
0.6 1.039858
0.7 1.027634
0.8 1.015681
0.9 1.003990
high k
0.1 1.105388
------- 4 -------
0.1 1.045117
0.2 1.019601
0.3 0.994981
0.4 0.971214
0.5 0.948263
0.6 0.926091
0.7 1.027634
0.8 1.015681
0.9 1.003990
high k
0.1 1.045117
------- 5 -------
0.1 1.045117
0.2 1.019601
0.3 0.994981
0.4 0.971214
0.5 0.948263
0.6 0.926091
0.7 1.027634
0.8 1.015681
0.9 1.003990
high k
0.1 1.045117
------- 6 -------
0.1 1.010818
0.2 0.952796
0.3 0.899277
0.4 0.849813
0.5 0.948263
0.6 0.926091
0.7 1.027634
0.8 1.015681
0.9 1.003990
high k
0.7 1.027634
------- 7 -------
0.1 0.727153
0.2 0.952796
0.3 0.899277
0.4 0.849813
0.5 0.948263
0.6 0.926091
0.7 1.027634
0.8 1.015681
0.9 1.003990
high k
0.7 1.027634

KRW-IOTA 1.0451167310919796
---------- KRW-MFT ---------
------- 3 -------
0.1 1.077168
0.2 1.051695
0.3 1.027348
0.4 1.004054
0.5 0.981746
0.6 0.960363
0.7 0.939848
0.8 1.000000
0.9 1.000000
high k
0.1 1.077168
------- 4 -------
0.1 1.023309
0.2 0.980659
0.3 0.940555
0.4 0.902798
0.5 0.867209
0.6 0.833626
0.7 0.801902
0.8 1.000000
0.9 1.000000
high k
0.1 1.023309
------- 5 -------
0.1 0.947779
0.2 0.980659
0.3 0.940555
0.4 0.902798
0.5 0.867209
0.6 0.833626
0.7 0.801902
0.8 1.000000
0.9 1.000000
high k
0.8 1.000000
------- 6 -------
0.1 0.947779
0.2 0.980659
0.3 0.940555
0.4 0.902798
0.5 0.867209
0.6 0.833626
0.7 0.801902
0.8 1.000000
0.9 1.000000
high k
0.8 1.000000
------- 7 -------
0.1 0.947779
0.2 0.980659
0.3 0.940555
0.4 0.902798
0.5 0.867209
0.6 0.833626
0.7 0.801902
0.8 1.000000
0.9 1.000000
high k
0.8 1.000000

KRW-MFT 1.0233092485549136
---------- KRW-ONG ---------
------- 3 -------
0.1 1.074072
0.2 1.050727
0.3 1.028332
0.4 1.006830
0.5 0.986168
0.6 0.966299
0.7 0.947178
0.8 0.928763
0.9 0.911015
high k
0.1 1.074072
------- 4 -------
0.1 1.049320
0.2 1.011345
0.3 0.975356
0.4 0.941217
0.5 0.908802
0.6 0.877998
0.7 0.848699
0.8 0.820808
0.9 0.794237
high k
0.1 1.049320
------- 5 -------
0.1 1.049320
0.2 1.011345
0.3 0.975356
0.4 0.941217
0.5 0.908802
0.6 0.877998
0.7 0.848699
0.8 0.820808
0.9 0.794237
high k
0.1 1.049320
------- 6 -------
0.1 1.049320
0.2 1.011345
0.3 0.975356
0.4 0.941217
0.5 0.908802
0.6 0.877998
0.7 0.848699
0.8 0.820808
0.9 0.794237
high k
0.1 1.049320
------- 7 -------
0.1 0.705225
0.2 1.011345
0.3 0.975356
0.4 0.941217
0.5 0.908802
0.6 0.877998
0.7 0.848699
0.8 0.820808
0.9 0.794237
high k
0.2 1.011345

KRW-ONG 1.0493198804335424
---------- KRW-GAS ---------
------- 3 -------
0.1 1.120798
0.2 1.093995
0.3 1.068391
0.4 1.043909
0.5 1.020475
0.6 0.998024
0.7 0.976496
0.8 0.955834
0.9 0.935988
high k
0.1 1.120798
------- 4 -------
0.1 1.082815
0.2 1.039752
0.3 0.999161
0.4 0.960857
0.5 0.924670
0.6 0.890447
0.7 0.858048
0.8 0.827345
0.9 0.798222
high k
0.1 1.082815
------- 5 -------
0.1 1.082815
0.2 1.039752
0.3 0.999161
0.4 0.960857
0.5 0.924670
0.6 0.890447
0.7 0.858048
0.8 0.827345
0.9 0.798222
high k
0.1 1.082815
------- 6 -------
0.1 1.082815
0.2 1.039752
0.3 0.999161
0.4 0.960857
0.5 0.924670
0.6 0.890447
0.7 0.858048
0.8 0.827345
0.9 0.798222
high k
0.1 1.082815
------- 7 -------
0.1 1.082815
0.2 1.039752
0.3 0.999161
0.4 0.960857
0.5 0.924670
0.6 0.890447
0.7 0.858048
0.8 0.827345
0.9 0.798222
high k
0.1 1.082815

KRW-GAS 1.0828150130381662
---------- KRW-UPP ---------
------- 3 -------
0.1 1.175849
0.2 1.143256
0.3 1.112350
0.4 1.083005
0.5 1.055105
0.6 1.028546
0.7 1.003234
0.8 0.979083
0.9 0.956014
high k
0.1 1.175849
------- 4 -------
0.1 1.159618
0.2 1.111712
0.3 1.066726
0.4 1.024422
0.5 0.984587
0.6 0.947029
0.7 0.911573
0.8 0.878063
0.9 0.846357
high k
0.1 1.159618
------- 5 -------
0.1 1.159618
0.2 1.111712
0.3 1.066726
0.4 1.024422
0.5 0.984587
0.6 0.947029
0.7 0.911573
0.8 0.878063
0.9 0.846357
high k
0.1 1.159618
------- 6 -------
0.1 1.159618
0.2 1.111712
0.3 1.066726
0.4 1.024422
0.5 0.984587
0.6 0.947029
0.7 0.911573
0.8 0.878063
0.9 0.846357
high k
0.1 1.159618
------- 7 -------
0.1 0.793468
0.2 0.748874
0.3 0.707559
0.4 0.669221
0.5 0.984587
0.6 0.947029
0.7 0.911573
0.8 0.878063
0.9 0.846357
high k
0.5 0.984587

KRW-UPP 1.159617871265383
---------- KRW-ELF ---------
------- 3 -------
0.1 1.072881
0.2 1.060335
0.3 1.048066
0.4 1.036066
0.5 1.024324
0.6 1.012834
0.7 1.001587
0.8 0.990576
0.9 0.979793
high k
0.1 1.072881
------- 4 -------
0.1 1.067993
0.2 1.042715
0.3 1.018298
0.4 0.994702
0.5 0.971893
0.6 0.949835
0.7 0.928496
0.8 0.990576
0.9 0.979793
high k
0.1 1.067993
------- 5 -------
0.1 1.067993
0.2 1.042715
0.3 1.018298
0.4 0.994702
0.5 0.971893
0.6 0.949835
0.7 0.928496
0.8 0.990576
0.9 0.979793
high k
0.1 1.067993
------- 6 -------
0.1 1.021090
0.2 1.042715
0.3 1.018298
0.4 0.994702
0.5 0.971893
0.6 0.949835
0.7 0.928496
0.8 0.990576
0.9 0.979793
high k
0.2 1.042715
------- 7 -------
0.1 0.714857
0.2 0.722007
0.3 0.697455
0.4 0.673976
0.5 0.651512
0.6 0.949835
0.7 0.928496
0.8 0.990576
0.9 0.979793
high k
0.8 0.990576

KRW-ELF 1.0679925124056682
---------- KRW-KNC ---------
------- 3 -------
0.1 1.060181
0.2 1.043338
0.3 1.026998
0.4 1.011140
0.5 0.995741
0.6 0.980784
0.7 0.966248
0.8 0.952116
0.9 0.938372
high k
0.1 1.060181
------- 4 -------
0.1 1.017917
0.2 0.990816
0.3 0.964761
0.4 0.939700
0.5 0.915581
0.6 0.892359
0.7 0.869990
0.8 0.848432
0.9 0.827646
high k
0.1 1.017917
------- 5 -------
0.1 1.017917
0.2 0.990816
0.3 0.964761
0.4 0.939700
0.5 0.915581
0.6 0.892359
0.7 0.869990
0.8 0.848432
0.9 0.827646
high k
0.1 1.017917
------- 6 -------
0.1 0.932190
0.2 0.874283
0.3 0.964761
0.4 0.939700
0.5 0.915581
0.6 0.892359
0.7 0.869990
0.8 0.848432
0.9 0.827646
high k
0.3 0.964761
------- 7 -------
0.1 0.664293
0.2 0.874283
0.3 0.964761
0.4 0.939700
0.5 0.915581
0.6 0.892359
0.7 0.869990
0.8 0.848432
0.9 0.827646
high k
0.3 0.964761

KRW-KNC 1.0179174931677382
---------- KRW-BSV ---------
------- 3 -------
0.1 1.021141
0.2 1.010077
0.3 0.999239
0.4 0.988620
0.5 0.978214
0.6 0.968015
0.7 0.958016
0.8 0.948211
0.9 1.000000
high k
0.1 1.021141
------- 4 -------
0.1 0.984657
0.2 0.963363
0.3 0.942731
0.4 0.922734
0.5 0.903346
0.6 0.884544
0.7 0.866303
0.8 0.848603
0.9 1.000000
high k
0.9 1.000000
------- 5 -------
0.1 0.984657
0.2 0.963363
0.3 0.942731
0.4 0.922734
0.5 0.903346
0.6 0.884544
0.7 0.866303
0.8 0.848603
0.9 1.000000
high k
0.9 1.000000
------- 6 -------
0.1 0.854245
0.2 0.817914
0.3 0.783614
0.4 0.751203
0.5 0.720551
0.6 0.691539
0.7 0.664057
0.8 0.848603
0.9 1.000000
high k
0.9 1.000000
------- 7 -------
0.1 0.688051
0.2 0.817914
0.3 0.783614
0.4 0.751203
0.5 0.720551
0.6 0.691539
0.7 0.664057
0.8 0.848603
0.9 1.000000
high k
0.9 1.000000

KRW-BSV 1.0
